key,group,canonical_ids,expanded_count,candidate_count,audit_status,priority,finding
"features/tui/pi_like_workflows.feature:23","native-tui-search","","1","0","awaiting-clause-audit","",""
"features/tui/plugins.feature:4","native-tui-search","","1","0","awaiting-clause-audit","",""
"features/tui/session_workflows.feature:4","native-tui-search","","1","0","awaiting-clause-audit","",""
"features/tui/settings_and_approvals.feature:4","native-tui-search","","1","0","awaiting-clause-audit","",""
"features/tui/tool_controls.feature:4","native-tui-search","","1","0","awaiting-clause-audit","",""
"tests/features/sessions/gi-preview.feature:6","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/sessions/gi-preview.feature:17","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/sessions/gi-preview.feature:27","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/sessions/gi-swipe.feature:6","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/sessions/gi-swipe.feature:15","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/sessions/gi-swipe.feature:24","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:7","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:18","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:29","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:40","gi-additions","","1","3","corrected-local","P1","Read-only thinking statement contradicted implemented Apply-thinking. Additive requirement corrected; supported-thinking test tagged and model-reset browser test added (six projects pass)."
"tests/features/settings/gi-settings.feature:50","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:62","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:71","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:79","gi-additions","","1","0","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:86","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:99","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:111","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:122","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:131","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:140","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:148","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:159","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:169","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:177","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:189","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:201","gi-additions","","1","3","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:210","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:222","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:233","gi-additions","","1","3","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:244","gi-additions","","1","3","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:255","gi-additions","","1","2","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:267","gi-additions","","1","3","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:278","gi-additions","","1","1","awaiting-clause-audit","",""
"tests/features/settings/gi-settings.feature:288","gi-additions","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:23","passkey-addition","","2","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:40","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:52","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:65","passkey-addition","","2","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:80","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:87","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:97","passkey-addition","","4","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:112","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:125","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:136","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:147","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:155","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:164","passkey-addition","","3","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:178","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:187","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:197","passkey-addition","","4","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:212","passkey-addition","","2","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:230","passkey-addition","","6","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:247","passkey-addition","","7","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:269","passkey-addition","","3","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:285","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:298","passkey-addition","","7","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:318","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:327","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:335","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/additions/piclaw-2026-09-24/piclaw-single-user-passkey-settings.feature:344","passkey-addition","","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:13","classic-canonical","@ux-original-001","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:21","classic-canonical","@ux-original-002","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:30","classic-canonical","@ux-original-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:44","classic-canonical","@ux-original-004","6","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:59","classic-canonical","@ux-original-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:65","classic-canonical","@ux-original-006","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:72","classic-canonical","@ux-original-007","1","2","oracle-conflict","P1","Piclaw3.2.3 prefill replaces draft with /model (no trailing space); Classic007 expects /model plus space. Browser fixture confirms no POST and focus; Gi spec asserts trailing space."
"tests/ux/features/classic/canonical/canonical-ux.feature:83","classic-canonical","@ux-original-008","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:93","classic-canonical","@ux-original-009","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:103","classic-canonical","@ux-original-010","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:113","classic-canonical","@ux-original-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:122","classic-canonical","@ux-original-012","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:133","classic-canonical","@ux-original-013","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:142","classic-canonical","@ux-original-014","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:150","classic-canonical","@ux-original-015","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:158","classic-canonical","@ux-original-016","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:165","classic-canonical","@ux-original-017","1","0","oracle-confirmed","P1","Current Piclaw queued-item Edit replaces existing text; tested UI post/queue fixture, then a scoped removal request. Media/error behavior not established."
"tests/ux/features/classic/canonical/canonical-ux.feature:176","classic-canonical","@ux-original-018","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:186","classic-canonical","@ux-original-019","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:196","classic-canonical","@ux-original-020","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:205","classic-canonical","@ux-original-021","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:219","classic-canonical","@ux-original-022","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:227","classic-canonical","@ux-original-023","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:237","classic-canonical","@ux-original-024","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:249","classic-canonical","@ux-original-025","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:260","classic-canonical","@ux-original-026","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:270","classic-canonical","@ux-original-027","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:280","classic-canonical","@ux-original-028","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/canonical-ux.feature:291","classic-canonical","@ux-original-029","1","2","oracle-version-stale","P1","Pinned70d33bc source-only SVG was superseded by 3.2.3 safe-image preview, default sanitized; unsafe source still inert."
"tests/ux/features/classic/canonical/core-auth.feature:11","classic-auth-settings","@ux-auth-001","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:22","classic-auth-settings","@ux-auth-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:31","classic-auth-settings","@ux-auth-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:39","classic-auth-settings","@ux-auth-004","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:50","classic-auth-settings","@ux-auth-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:60","classic-auth-settings","@ux-auth-006","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:69","classic-auth-settings","@ux-auth-007","5","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:82","classic-auth-settings","@ux-auth-008","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:96","classic-auth-settings","@ux-auth-009","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:103","classic-auth-settings","@ux-auth-010","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:110","classic-auth-settings","@ux-auth-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:123","classic-auth-settings","@ux-auth-012","3","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:137","classic-auth-settings","@ux-auth-013","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-auth.feature:146","classic-auth-settings","@ux-auth-014","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:8","classic-core-workspace","@ux-extra-001","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:21","classic-core-workspace","@ux-extra-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:29","classic-core-workspace","@ux-extra-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:37","classic-core-workspace","@ux-extra-004","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:46","classic-core-workspace","@ux-extra-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:54","classic-core-workspace","@ux-extra-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:65","classic-core-workspace","@ux-extra-012","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-interactions.feature:72","classic-core-workspace","@ux-extra-013","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:11","classic-auth-settings","@ux-settings-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:20","classic-auth-settings","@ux-settings-002","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:27","classic-auth-settings","@ux-settings-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:36","classic-auth-settings","@ux-settings-004","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:45","classic-auth-settings","@ux-settings-005","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:53","classic-auth-settings","@ux-settings-006","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:62","classic-auth-settings","@ux-settings-007","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:71","classic-auth-settings","@ux-settings-008","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:79","classic-auth-settings","@ux-settings-009","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:87","classic-auth-settings","@ux-settings-010","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:95","classic-auth-settings","@ux-settings-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:104","classic-auth-settings","@ux-settings-012","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:112","classic-auth-settings","@ux-settings-013","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:120","classic-auth-settings","@ux-settings-014","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:132","classic-auth-settings","@ux-settings-015","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:140","classic-auth-settings","@ux-settings-016","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:148","classic-auth-settings","@ux-settings-017","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:155","classic-auth-settings","@ux-settings-018","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:163","classic-auth-settings","@ux-settings-019","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:173","classic-auth-settings","@ux-settings-020","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:183","classic-auth-settings","@ux-settings-021","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:194","classic-auth-settings","@ux-settings-022","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:205","classic-auth-settings","@ux-settings-023","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:216","classic-auth-settings","@ux-settings-024","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:226","classic-auth-settings","@ux-settings-025","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:238","classic-auth-settings","@ux-settings-026","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:250","classic-auth-settings","@ux-settings-027","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:260","classic-auth-settings","@ux-settings-028","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:270","classic-auth-settings","@ux-settings-029","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:283","classic-auth-settings","@ux-settings-030","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:291","classic-auth-settings","@ux-settings-031","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/core-settings.feature:299","classic-auth-settings","@ux-settings-032","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:11","classic-core-workspace","@ux-workspace-001","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:22","classic-core-workspace","@ux-workspace-002","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:33","classic-core-workspace","@ux-workspace-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:42","classic-core-workspace","@ux-workspace-004","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:51","classic-core-workspace","@ux-workspace-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:58","classic-core-workspace","@ux-workspace-006","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:68","classic-core-workspace","@ux-workspace-007","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:79","classic-core-workspace","@ux-workspace-008","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:90","classic-core-workspace","@ux-workspace-009","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:97","classic-core-workspace","@ux-workspace-010","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:105","classic-core-workspace","@ux-workspace-011","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:115","classic-core-workspace","@ux-workspace-012","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:124","classic-core-workspace","@ux-workspace-013","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:133","classic-core-workspace","@ux-workspace-014","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:145","classic-core-workspace","@ux-workspace-015","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:157","classic-core-workspace","@ux-workspace-016","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:166","classic-core-workspace","@ux-workspace-017","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/canonical/workspace-flows.feature:173","classic-core-workspace","@ux-workspace-018","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:6","classic-compose","@ux-compaction-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:13","classic-compose","@ux-compaction-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:21","classic-compose","@ux-compaction-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:28","classic-compose","@ux-compaction-004","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:35","classic-compose","@ux-compaction-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:42","classic-compose","@ux-compaction-006","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:49","classic-compose","@ux-compaction-007","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compaction-model-switch.feature:56","classic-compose","@ux-compaction-008","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compose-stability.feature:6","classic-compose","@ux-compose-001","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compose-stability.feature:14","classic-compose","@ux-compose-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compose-stability.feature:23","classic-compose","@ux-compose-003","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compose-stability.feature:29","classic-compose","@ux-compose-004","1","1","oracle-confirmed","P1","Current Piclaw return-to-editor replaces text and clears media in source; fixture confirms text, focus, removal request but does not test media."
"tests/ux/features/classic/compose/compose-stability.feature:37","classic-compose","@ux-compose-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/compose-stability.feature:45","classic-compose","@ux-compose-006","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/context-meter-tooltip.feature:6","classic-compose","@ux-context-001","1","4","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/context-meter-tooltip.feature:13","classic-compose","@ux-context-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/context-meter-tooltip.feature:20","classic-compose","@ux-context-003","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/context-meter-tooltip.feature:29","classic-compose","@ux-context-004","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/context-meter-tooltip.feature:37","classic-compose","@ux-context-005","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:12","classic-compose","@ux-shell-001","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:20","classic-compose","@ux-shell-002","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:27","classic-compose","@ux-shell-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:32","classic-compose","@ux-shell-004","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:40","classic-compose","@ux-shell-005","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:45","classic-compose","@ux-shell-006","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:51","classic-compose","@ux-shell-007","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:58","classic-compose","@ux-shell-008","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/hamburger-layout-scale.feature:65","classic-compose","@ux-shell-009","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/instant-visibility.feature:7","classic-compose","@ux-compose-007","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/instant-visibility.feature:14","classic-compose","@ux-compose-008","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/instant-visibility.feature:21","classic-compose","@ux-compose-009","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/instant-visibility.feature:28","classic-compose","@ux-compose-010","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/instant-visibility.feature:35","classic-compose","@ux-compose-011","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/sse-reconnection.feature:6","classic-compose","@ux-reconnect-001","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/sse-reconnection.feature:14","classic-compose","@ux-reconnect-002","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/sse-reconnection.feature:21","classic-compose","@ux-reconnect-003","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/sse-reconnection.feature:28","classic-compose","@ux-reconnect-004","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/sse-reconnection.feature:36","classic-compose","@ux-reconnect-005","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:11","classic-compose","@ux-theme-001","1","0","awaiting-clause-audit","",""
